city,city_ascii,lat,lng,country,«·≈”„,iso2,iso3,admin_name,capital,population,id
Los Mochis,Los Mochis,25.7835,-108.9937,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Sinaloa,minor,490000,1484443585
Los Reyes,Los Reyes,18.6731,-97.0456,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,5830,1484478891
Los Reyes de Ju?rez,Los Reyes de Juarez,18.9267,-97.7983,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Puebla,minor,27454,1484937929
Los Reyes de Salgado,Los Reyes de Salgado,19.5833,-102.4667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Michoac?n de Ocampo,,69723,1484279186
Lototla,Lototla,20.8392,-98.7178,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Hidalgo,,9541,1484853725
Madera,Madera,29.19,-108.1414,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chihuahua,minor,15447,1484958144
Magdalena,Magdalena,20.9092,-103.9803,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Jalisco,minor,22643,1484476169
Magdalena de Kino,Magdalena de Kino,30.6167,-111.05,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Sonora,minor,30429,1484799240
Magdalena Tequisistl?n,Magdalena Tequisistlan,16.3992,-95.6033,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,6038,1484137889
Manzanillo,Manzanillo,19.0522,-104.3158,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Colima,minor,110735,1484223913
Mapastepec,Mapastepec,15.4417,-92.8917,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,17931,1484386885
Mapim?,Mapimi,25.8331,-103.8478,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Durango,minor,5623,1484156937
Maravat?o de Ocampo,Maravatio de Ocampo,19.8933,-100.4428,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Michoac?n de Ocampo,minor,88535,1484174386
Maravilla Tenejapa,Maravilla Tenejapa,16.1333,-91.2833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,12945,1484598932
Mariano Escobedo,Mariano Escobedo,18.9167,-97.1333,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,37285,1484215926
Mart?nez de la Torre,Martinez de la Torre,20.0667,-97.05,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,110415,1484150240
Matamoros,Matamoros,25.533,-103.25,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Coahuila de Zaragoza,minor,118337,1484930279
Matehuala,Matehuala,23.6528,-100.6444,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,San Luis Potos?,minor,67717,1484682498
Mat?as Romero,Matias Romero,16.8722,-95.0417,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,,39828,1484296757
Maxcan?,Maxcanu,20.5833,-89.9833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Yucat?n,minor,12621,1484052886
Mazat?n,Mazatan,29.0167,-110.1333,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Sonora,minor,1058,1484350756
Mazatl?n,Mazatlan,23.2167,-106.4167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Sinaloa,minor,658354,1484841466
Mazatl?n Villa de Flores,Mazatlan Villa de Flores,18.0167,-96.9167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,13097,1484893255
Mecatl?n,Mecatlan,20.2135,-97.6574,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,12332,1484471160
Mecayapan,Mecayapan,18.2167,-94.8333,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,17312,1484664655
Melchor Ocampo,Melchor Ocampo,19.7083,-99.1444,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,MÈxico,minor,57152,1484243108
Meoqui,Meoqui,28.2722,-105.4819,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chihuahua,minor,44853,1484867296
MÈrida,Merida,20.97,-89.62,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Yucat?n,admin,892363,1484396779
Metapa,Metapa,14.8333,-92.1833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,5743,1484262023
Mexicali,Mexicali,32.6633,-115.4678,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Baja California,admin,1049792,1484788702
Mexicaltzingo,Mexicaltzingo,19.2092,-99.5858,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,MÈxico,minor,10161,1484468778
Mexico City,Mexico City,19.4333,-99.1333,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Ciudad de MÈxico,primary,21505000,1484247881
Miahuatl?n,Miahuatlan,18.5667,-97.4333,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Puebla,minor,25228,1484649521
Miahuatl?n,Miahuatlan,18.2833,-97.2833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Puebla,minor,13159,1484451722
Miahuatl?n de Porfirio D?az,Miahuatlan de Porfirio Diaz,16.3283,-96.5961,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,35517,1484776246
Minatitl?n,Minatitlan,17.9833,-94.55,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,356020,1484735713
Mineral de Angangueo,Mineral de Angangueo,19.6206,-100.2844,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Michoac?n de Ocampo,minor,11120,1484121857
Mineral del Monte,Mineral del Monte,20.1333,-98.6667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Hidalgo,minor,14640,1484360018
Miramar,Miramar,22.3375,-97.8694,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Tamaulipas,,118614,1484353090
Misantla,Misantla,19.9333,-96.85,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,64249,1484744150
Mitontic,Mitontic,16.8667,-92.6333,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,11906,1484032209
Mixquiahuala de Juarez,Mixquiahuala de Juarez,20.2311,-99.2131,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Hidalgo,,37747,1484223912
Mixtla de Altamirano,Mixtla de Altamirano,18.6,-97,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,11646,1484655126
Molango,Molango,20.7844,-98.7175,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Hidalgo,,10385,1484340479
Moloac?n,Moloacan,17.9833,-94.35,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,17504,1484009613
Monclova,Monclova,26.9103,-101.4222,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Coahuila de Zaragoza,minor,237169,1484281759
Montemorelos,Montemorelos,25.1872,-99.8267,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Nuevo Le?n,minor,45108,1484813948
Monterrey,Monterrey,25.6667,-100.3,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Nuevo Le?n,admin,1135512,1484559591
Morelia,Morelia,19.7683,-101.1894,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Michoac?n de Ocampo,,962555,1484669072
Morelos,Morelos,28.4075,-100.8856,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Coahuila de Zaragoza,minor,6720,1484253908
Motul,Motul,21.1667,-89.4667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Yucat?n,,23240,1484505595
Muna,Muna,20.48,-89.72,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Yucat?n,,11469,1484692677
Naco,Naco,31.3269,-109.9478,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Sonora,minor,5485,1484213843
Nacozari de Garc?a,Nacozari de Garcia,30.3833,-109.6833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Sonora,minor,12987,1484112459
Nacozari Viejo,Nacozari Viejo,30.4833,-109.4667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Sonora,,14369,1484108383
Nanchital de L?zaro C?rdenas del R?o,Nanchital de Lazaro Cardenas del Rio,18.0667,-94.4167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,30039,1484990539
Naranjos,Naranjos,21.3472,-97.6833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,20073,1484227797
Naucalpan de Ju?rez,Naucalpan de Juarez,19.4753,-99.2378,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,MÈxico,minor,913681,1484850125
Nautla,Nautla,20.2167,-96.7833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,2890,1484174535
Nava,Nava,28.4214,-100.7675,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Coahuila de Zaragoza,minor,26963,1484120104
Navojoa,Navojoa,27.0813,-109.4461,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Sonora,minor,120926,1484166303
Nezahualc?yotl,Nezahualcoyotl,19.4,-98.9889,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,MÈxico,minor,1077208,1484074285
Nicol?s Flores,Nicolas Flores,20.7669,-99.1514,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Hidalgo,,6202,1484734938
Nochistl?n de Mej?a,Nochistlan de Mejia,21.3642,-102.8464,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Zacatecas,minor,27932,1484761642
Nogales,Nogales,31.1833,-111,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Sonora,,264782,1484793569
Nogales,Nogales,18.8167,-97.1667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,21113,1484829832
Nombre de Dios,Nombre de Dios,23.85,-104.2333,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Durango,minor,5302,1484278010
Nopala de Villagran,Nopala de Villagran,20.2528,-99.6433,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Hidalgo,,15099,1484987808
Nopaltepec,Nopaltepec,19.7819,-98.7125,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Morelos,minor,8182,1484979836
Nueva Italia de Ruiz,Nueva Italia de Ruiz,19.0194,-102.1089,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Michoac?n de Ocampo,,32467,1484876293
Nueva Rosita,Nueva Rosita,27.939,-101.218,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Coahuila de Zaragoza,,39058,1484540557
Nuevo Casas Grandes,Nuevo Casas Grandes,30.4167,-107.9167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chihuahua,minor,55553,1484004002
Nuevo Ideal,Nuevo Ideal,24.8875,-105.0728,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Durango,minor,12850,1484407989
Nuevo Laredo,Nuevo Laredo,27.4861,-99.5069,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Tamaulipas,minor,384033,1484597234
Oaxaca,Oaxaca,17.0606,-96.7253,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,admin,300050,1484301467
Ocampo,Ocampo,22.833,-99.333,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Tamaulipas,minor,5095,1484097897
Ocatl?n,Ocatlan,19.3167,-98.2283,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Tlaxcala,,22082,1484715262
Ocosingo,Ocosingo,16.9072,-92.0961,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,41878,1484937914
Ocotepec,Ocotepec,17.2191,-93.1724,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,12508,1484734371
Ocotl?n de Morelos,Ocotlan de Morelos,16.7914,-96.675,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,21676,1484002311
Ocoyoacac,Ocoyoacac,19.2739,-99.4606,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Morelos,minor,66190,1484479100
Ocozocoautla de Espinosa,Ocozocoautla de Espinosa,16.75,-93.3667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,92103,1484720187
Ocuilan de Arteaga,Ocuilan de Arteaga,19,-99.4,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,MÈxico,minor,34485,1484570544
Ojinaga,Ojinaga,29.5644,-104.4164,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chihuahua,minor,22744,1484761843
Ojo Caliente,Ojo Caliente,21.8772,-102.6756,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Aguascalientes,,6914,1484383643
Ojuelos de Jalisco,Ojuelos de Jalisco,21.8642,-101.5933,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Jalisco,minor,11881,1484896796
Olintla,Olintla,20.1,-97.6833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Puebla,,11517,1484975870
Ometepec,Ometepec,16.6833,-98.4167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Guerrero,minor,30271,1484936909
Omitl?n de Ju?rez,Omitlan de Juarez,20.1697,-98.6478,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Hidalgo,minor,7529,1484135531
Orizaba,Orizaba,18.85,-97.1,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,355333,1484766767
Otatitl?n,Otatitlan,18.1772,-96.0342,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,5703,1484759165
Oteapan,Oteapan,18,-94.6667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,16222,1484584805
Oxchuc,Oxchuc,16.85,-92.4167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,43350,1484221816
Oxkutzkab,Oxkutzkab,20.3028,-89.4183,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Yucat?n,,23096,1484480343
Ozuluama de Mascare?as,Ozuluama de Mascarenas,21.6667,-97.85,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,23244,1484230951
Ozumba,Ozumba,19.0392,-98.7936,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,MÈxico,minor,29114,1484458348
Pabell?n de Arteaga,Pabellon de Arteaga,22.15,-102.2667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Aguascalientes,minor,28633,1484799033
Pachuca,Pachuca,20.1,-98.75,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Hidalgo,admin,297848,1484575026
Pajacuar?n,Pajacuaran,20.1178,-102.5667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Michoac?n de Ocampo,minor,10014,1484044014
Pajapan,Pajapan,18.2667,-94.6833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,17480,1484768670
Palau,Palau,27.9167,-101.4167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Coahuila de Zaragoza,,17594,1484142037
Palo Alto,Palo Alto,21.9167,-101.9667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Aguascalientes,minor,5399,1484615349
Panab?,Panaba,21.2964,-88.2706,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Yucat?n,minor,5232,1484205103
Panind?cuaro,Panindicuaro,19.9828,-101.7606,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Michoac?n de Ocampo,minor,5565,1484235185
P?nuco,Panuco,22.05,-98.1833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,33122,1484059135
Papantla de Olarte,Papantla de Olarte,20.4478,-97.32,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,161097,1484844355
Paracho de Verduzco,Paracho de Verduzco,19.65,-102.0667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Michoac?n de Ocampo,,37464,1484536308
Paracuaro,Paracuaro,19.1464,-102.2194,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Michoac?n de Ocampo,,26789,1484022148
Para?so,Paraiso,18.3961,-93.2128,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Tabasco,minor,23830,1484393519
Parral,Parral,26.9333,-105.6667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chihuahua,minor,104836,1484607603
Parras de la Fuente,Parras de la Fuente,25.4403,-102.1792,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Coahuila de Zaragoza,minor,33817,1484273682
Paso de Ovejas,Paso de Ovejas,19.285,-96.44,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,33392,1484005936
Paso del Macho,Paso del Macho,18.9667,-96.7167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,31890,1484203573
Pedro Celestino Negrete,Pedro Celestino Negrete,24.726,-102.984,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Durango,,43447,1484247270
PÈnjamo,Penjamo,20.4311,-101.7222,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Guanajuato,minor,149936,1484131107
Pe??n Blanco,Penon Blanco,24.7833,-104.0333,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Durango,minor,5271,1484011380
Perote,Perote,19.562,-97.242,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,72795,1484668149
Petatl?n,Petatlan,17.5383,-101.2739,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Guerrero,minor,31910,1484714363
Peto,Peto,20.1256,-88.9214,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Yucat?n,,19821,1484013411
Pichucalco,Pichucalco,17.5,-93.1167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,31107,1484558261
Piedras Negras,Piedras Negras,28.7,-100.5231,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Coahuila de Zaragoza,minor,173959,1484000400
Pijijiapan,Pijijiapan,15.6867,-93.2092,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,53525,1484994799
Pinotepa,Pinotepa,16.3412,-98.0537,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,53148,1484150923
Pinotepa de Don Luis,Pinotepa de Don Luis,16.4333,-97.9667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,6893,1484213887
Pisaflores,Pisaflores,21.1933,-99.005,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Hidalgo,,17214,1484698691
Piste,Piste,20.6981,-88.5886,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Yucat?n,,5528,1484346814
Pitiquito,Pitiquito,30.6761,-112.0539,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Sonora,minor,5139,1484383331
Plat?n S?nchez,Platon Sanchez,21.2833,-98.3667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,10009,1484193492
Playa del Carmen,Playa del Carmen,20.6275,-87.0811,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Quintana Roo,minor,304942,1484559458
Playa Vicente,Playa Vicente,17.8333,-95.8167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,39205,1484068720
Playas de Rosarito,Playas de Rosarito,32.3636,-117.0544,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Baja California,minor,100660,1484522993
Polotitl?n de la Ilustraci?n,Polotitlan de la Ilustracion,20.2231,-99.8147,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,MÈxico,minor,13851,1484418357
Poza Rica de Hidalgo,Poza Rica de Hidalgo,20.5333,-97.45,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,200119,1484808798
Progreso,Progreso,32.5842,-115.5842,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Baja California,,12557,1484104363
Progreso,Progreso,21.28,-89.67,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Yucat?n,minor,37369,1484340626
Puebla,Puebla,19.0333,-98.1833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Puebla,admin,1576259,1484416394
Pueblo Viejo,Pueblo Viejo,19.1781,-100.2856,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,MÈxico,,9682,1484057384
Puente Nacional,Puente Nacional,19.3333,-96.4833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,22454,1484974086
Puerto Escondido,Puerto Escondido,15.8619,-97.0672,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,,25902,1484644846
Puerto Morelos,Puerto Morelos,20.8536,-86.8753,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Quintana Roo,,19205,1484801229
Puerto Pe?asco,Puerto Penasco,31.3167,-113.5369,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Sonora,minor,62301,1484567937
Puerto San Carlos,Puerto San Carlos,24.7894,-112.1083,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Baja California Sur,,5538,1484585914
Puerto Vallarta,Puerto Vallarta,20.6458,-105.2222,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Jalisco,minor,203342,1484408906
Punta Prieta,Punta Prieta,28.9289,-114.1556,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Baja California,,112,1484583029
PurÈparo de Echa?z,Pureparo de Echaiz,19.9092,-102.0036,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Michoac?n de Ocampo,,15255,1484222410
Pur?sima de Bustos,Purisima de Bustos,21.0333,-101.8667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Guanajuato,minor,68795,1484104201
Putla Villa de Guerrero,Putla Villa de Guerrero,17.0321,-97.9293,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,32640,1484503444
QuerÈtaro,Queretaro,20.5875,-100.3928,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,QuerÈtaro,admin,801940,1484604775
Quiroga,Quiroga,19.6638,-101.524,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Michoac?n de Ocampo,minor,27862,1484553970
Rafael Delgado,Rafael Delgado,18.8167,-97.0667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,23112,1484016423
Rafael Lucio,Rafael Lucio,19.5922,-96.9819,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,8068,1484892055
Ramos Arizpe,Ramos Arizpe,25.55,-100.9667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Coahuila de Zaragoza,minor,66554,1484685820
Ray?n,Rayon,19.1481,-99.58,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,MÈxico,minor,8590,1484649015
Reforma,Reforma,17.8658,-93.1472,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,29018,1484640217
Reynosa,Reynosa,26.0922,-98.2778,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Tamaulipas,minor,589466,1484737671
Rioverde,Rioverde,21.93,-99.98,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,San Luis Potos?,minor,69613,1484341437
Rodolfo S?nchez Taboada,Rodolfo Sanchez Taboada,31.7958,-116.5911,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Baja California,,15038,1484409365
Rosales,Rosales,28.2,-105.55,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chihuahua,minor,5570,1484613026
Sabanilla,Sabanilla,17.2833,-92.55,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,26921,1484304523
Sabinas,Sabinas,27.8489,-101.12,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Coahuila de Zaragoza,minor,59196,1484526560
Sahuayo de Morelos,Sahuayo de Morelos,20.0575,-102.7239,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Michoac?n de Ocampo,,78477,1484554120
Salamanca,Salamanca,20.5703,-101.1972,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Guanajuato,minor,327169,1484741627
Salina Cruz,Salina Cruz,16.1949,-95.2151,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,,81063,1484364230
Salinas Victoria,Salinas Victoria,25.9667,-100.3,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Nuevo Le?n,minor,27848,1484014927
Saltillo,Saltillo,25.4333,-101,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Coahuila de Zaragoza,admin,864431,1484107245
Salto de Agua,Salto de Agua,17.55,-92.3333,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,63446,1484764202
Salvatierra,Salvatierra,20.2156,-100.8961,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Guanajuato,minor,37203,1484878589
Samahil,Samahil,20.8858,-89.8894,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Yucat?n,,5631,1484246428
San Agust?n de las Juntas,San Agustin de las Juntas,17,-96.7167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,,9342,1484607979
San Agust?n Loxicha,San Agustin Loxicha,16.0167,-96.6167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,,24467,1484509506
San Agust?n Tlaxiaca,San Agustin Tlaxiaca,20.1144,-98.8867,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Hidalgo,,27118,1484185265
San AndrÈs Huaxpaltepec,San Andres Huaxpaltepec,16.3333,-97.9167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,6168,1484087618
San AndrÈs Huay?pam,San Andres Huayapam,17.1,-96.6667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,5336,1484954923
San AndrÈs Timilpan,San Andres Timilpan,19.8667,-99.7333,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,MÈxico,minor,14335,1484996853
San AndrÈs Tuxtla,San Andres Tuxtla,18.4487,-95.2126,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Veracruz,minor,164834,1484871648
San Antonino Castillo Velasco,San Antonino Castillo Velasco,16.8031,-96.6839,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,6009,1484401368
San Antonino Monteverde,San Antonino Monteverde,17.5322,-97.7208,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,7305,1484292294
San Antonio Ca?ada,San Antonio Canada,18.5,-97.2833,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Puebla,,5590,1484952027
San Antonio Enchisi,San Antonio Enchisi,19.7072,-99.7867,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,MÈxico,,110560,1484770456
San Bartolo Tutotepec,San Bartolo Tutotepec,20.4,-98.2,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Hidalgo,minor,17837,1484290508
San Bernardino,San Bernardino,19.45,-98.9,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,MÈxico,,5667,1484641417
San Blas,San Blas,21.5397,-105.2856,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Nayarit,minor,10187,1484142814
San Blas Atempa,San Blas Atempa,16.3167,-95.2167,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,18406,1484548529
San Buenaventura,San Buenaventura,27.0625,-101.5467,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Coahuila de Zaragoza,minor,23413,1484100040
San Buenaventura,San Buenaventura,29.8333,-107.4667,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chihuahua,minor,6957,1484524609
San Carlos Yautepec,San Carlos Yautepec,16.5,-96.1,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Oaxaca,minor,12101,1484274293
San Crist?bal,San Cristobal,16.7367,-92.6383,Mexico,«·„ﬂ”Ìﬂ,MX,MEX,Chiapas,minor,158121,1484451215
