Ihn?sy? al Mad?nah,Ihnasya al Madinah,«Â‰«”Ì« «·„œÌ‰…,29.0833,30.9333,Egypt,EG,EGY,Ban? Suwayf,,40001,1818108314
Ismailia,Ismailia,«·«”„«⁄Ì·Ì…,30.5833,32.2667,Egypt,EG,EGY,Al Ism?ë?l?yah,admin,293184,1818532766
Isn?,Isna,«”‰«,25.2933,32.5564,Egypt,EG,EGY,Qin?,,68656,1818782058
Jirj?,Jirja,Ã—Ã«,26.3383,31.8917,Egypt,EG,EGY,S?h?j,,102597,1818327836
Kafr ad Daww?r,Kafr ad Dawwar,ﬂ›— «·œÊ«—,31.1339,30.1297,Egypt,EG,EGY,Al Bu?ayrah,,262748,1818347704
Kafr ash Shaykh,Kafr ash Shaykh,ﬂ›— «·‘ÌŒ,31.1,30.95,Egypt,EG,EGY,Kafr ash Shaykh,admin,147393,1818743040
Kafr Saëd,Kafr Sa`d,ﬂ›— ”⁄œ,31.3557,31.6848,Egypt,EG,EGY,Dumy??,,22500,1818266119
Kafr Shukr,Kafr Shukr,ﬂ›— ”ﬂ—,30.547,31.2673,Egypt,EG,EGY,Al Min?f?yah,,23390,1818036288
Kawm Umb?,Kawm Umbu,ﬂÊ„ «„»Ê,24.4667,32.95,Egypt,EG,EGY,Asw?n,,71596,1818527731
Luxor,Luxor,«·«ﬁ’—,25.6969,32.6422,Egypt,EG,EGY,Al Uq?ur,admin,202232,1818948225
Mad?nat as S?dis min Ukt?bar,Madinat as Sadis min Uktubar,«·”«œ” „‰ «ﬂ Ê»—,29.9361,30.9269,Egypt,EG,EGY,Al J?zah,,154093,1818735651
Magh?ghah,Maghaghah,„€«€«,28.6483,30.8422,Egypt,EG,EGY,Al Miny?,,75657,1818762526
Mallaw?,Mallawi,„·«ÊÏ,27.7306,30.8425,Egypt,EG,EGY,Al Miny?,,139929,1818284236
Mand?shah,Mandishah,„‰œ‘…,28.3515,28.9317,Egypt,EG,EGY,Al J?zah,,9016,1818119221
Manfal??,Manfalut,„‰›·Êÿ,27.3128,30.9703,Egypt,EG,EGY,Asy??,,82585,1818076217
Ma??y,Matay,„ «Ï,28.4189,30.7792,Egypt,EG,EGY,Al Miny?,,46903,1818679215
Ma?r??,Matruh,„ÿ—ÊÕ,31.3333,27.2333,Egypt,EG,EGY,Ma?r??,,108774,1818661611
M?t Dams?s,Mit Damsis,„Ì  œ„”Ì”,30.8267,31.2226,Egypt,EG,EGY,Ad Daqahl?yah,,11528,1818557641
M?t Ghamr,Mit Ghamr,„Ì  €«„—,30.7192,31.2628,Egypt,EG,EGY,Ad Daqahl?yah,,121039,1818400389
M?t Nam?,Mit Nama,„Ì  ‰„«,30.1453,31.2343,Egypt,EG,EGY,Al Qaly?b?yah,,21321,1818236242
Mun?f,Munuf,„‰›·Êÿ,30.4667,30.9333,Egypt,EG,EGY,Al Min?f?yah,,117240,1818310821
Najë ?amm?d?,Naj` Hammadi,‰Ã⁄ Õ„«œÏ,26.05,32.25,Egypt,EG,EGY,Qin?,,45038,1818262231
Naq?dah,Naqadah,‰ﬁ«œÂ,25.9017,32.7242,Egypt,EG,EGY,Qin?,,21530,1818662110
Port Said,Port Said,»Ê— ”⁄Ìœ,31.25,32.2833,Egypt,EG,EGY,B?r Saë?d,admin,524433,1818628574
Qah?,Qaha,ﬁÂ«,30.2833,31.2,Egypt,EG,EGY,Al Qaly?b?yah,,26694,1818255123
Qant?r,Qantir,«·ﬁ‰«ÿ—,30.8032,31.8379,Egypt,EG,EGY,Ash Sharq?yah,,13660,1818827672
Qa?r al Far?firah,Qasr al Farafirah,ﬁ’— «·›—«›—…,27.0671,27.9666,Egypt,EG,EGY,Al W?d? al Jad?d,,5000,1818000020
Qif?,Qift,ﬂ› ,26,32.8167,Egypt,EG,EGY,Qin?,,22063,1818432841
Qiman al ëAr?s,Qiman al `Arus,ﬂÌ„«‰ «·⁄—Ê”,29.3005,31.1683,Egypt,EG,EGY,Ban? Suwayf,,28246,1818279617
Qin?,Qina,ﬁ‰«,26.1667,32.7167,Egypt,EG,EGY,Qin?,admin,201191,1818868450
Quf?dah,Qufadah,ﬂ›«œÂ,28.5812,30.7554,Egypt,EG,EGY,Al Miny?,,9948,1818001516
Raís Gh?rib,Ra's Gharib,—«” €«·»,28.3597,33.0775,Egypt,EG,EGY,Al Ba?r al A?mar,,100000,1818526915
Rosetta,Rosetta,—Ê”Ì «,31.4014,30.4194,Egypt,EG,EGY,Al Bu?ayrah,,68947,1818868679
?? al ?ajar,Sa al Hajar,”«·Â«Ã—,30.9647,30.7683,Egypt,EG,EGY,Al Gharb?yah,,20568,1818595696
Saf?j?,Safaja,”«›«Ã«,26.7517,33.9344,Egypt,EG,EGY,Al Ba?r al A?mar,,28261,1818038126
Sakh?,Sakha,”Œ«,31.0881,30.9456,Egypt,EG,EGY,Kafr ash Shaykh,,14733,1818238723
Sam?l??,Samalut,”„«·Êÿ,28.3122,30.71,Egypt,EG,EGY,Al Miny?,,91475,1818180512
Samann?d,Samannud,”„‰Êœ,30.9622,31.2425,Egypt,EG,EGY,Al Gharb?yah,,57177,1818038230
??n al ?ajar al Qibl?yah,San al Hajar al Qibliyah,”«‰«·Â«Ã— «·ﬁ»·Ì…,30.9769,31.88,Egypt,EG,EGY,Ash Sharq?yah,,43157,1818442798
Saw?dah,Sawadah,”Ê«œÂ,28.0775,30.7953,Egypt,EG,EGY,Al Miny?,,10571,1818472639
Shal?t?n,Shalatin,‘·« Ì‰,23.1333,35.6,Egypt,EG,EGY,Al Ba?r al A?mar,,6731,1818001391
Shanh?r,Shanhur,‘‰ÂÊ—,25.8604,32.7779,Egypt,EG,EGY,Qin?,,9314,1818837979
Sh?r?nah,Sharunah,‘«—Ê‰Â,28.594,30.8516,Egypt,EG,EGY,Al Miny?,,22221,1818302173
Shib?n al Kawm,Shibin al Kawm,‘»Ì‰ «·ﬂÊ„,30.55,31,Egypt,EG,EGY,Al Min?f?yah,admin,177112,1818787044
Shubr? al Khaymah,Shubra al Khaymah,‘»—« «·ŒÌ„…,30.1286,31.2422,Egypt,EG,EGY,Al Qaly?b?yah,,1025569,1818909612
Sidmant al Jabal,Sidmant al Jabal,”Ìœ«„‰ «·Ã»·,29.0856,30.9344,Egypt,EG,EGY,Al Fayy?m,,13119,1818324066
S?wah,Siwah,«·”Ê«Õ,29.2,25.5167,Egypt,EG,EGY,Ma?r??,,23080,1818755237
Suez,Suez,«·”ÊÌ”,29.9667,32.5333,Egypt,EG,EGY,As Suways,admin,516959,1818495972
S?h?j,Suhaj,”ÊÂ«Ã,26.5606,31.6917,Egypt,EG,EGY,S?h?j,admin,193931,1818460403
Sunb??,Sunbat,”‰»« ,30.8057,31.207,Egypt,EG,EGY,Al Gharb?yah,,20599,1818102859
?an??,Tanta,ÿ‰ÿ«,30.7833,31,Egypt,EG,EGY,Al Gharb?yah,admin,429503,1818501770
?ihn? al Jabal,Tihna al Jabal, ÌÂ«‰« «·Ã»·,28.1889,30.7694,Egypt,EG,EGY,Al Miny?,,7387,1818097416
Zift?,Zifta,“› Ï,30.7119,31.2394,Egypt,EG,EGY,Al Gharb?yah,,93740,1818759149
